,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__kernel,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
0,2952.4789566516874,343.26702912492146,0.2120284080505371,0.0236626774760001,"1**2 * RBF(length_scale=[1, 1, 1, 1]) + 1**2 * RationalQuadratic(alpha=1, length_scale=1)","{'model__kernel': 1**2 * RBF(length_scale=[1, 1, 1, 1]) + 1**2 * RationalQuadratic(alpha=1, length_scale=1)}",0.7040193235456045,0.8169747858841083,0.8549291256550683,0.8197963127467495,0.7034714473271954,0.7798381990317452,0.0635528234490662,2,-1.0108705895911556,-0.8350467304022193,-0.8513645098571276,-0.8118105288494601,-0.8900381040138639,-0.8798260925427652,0.07031118723525444,2
1,4936.914317369461,2968.795981179751,0.2122739315032959,0.06246583531346298,"1**2 * Matern(length_scale=[1, 1, 1, 1], nu=1.5) + 1**2 * RationalQuadratic(alpha=1, length_scale=1)","{'model__kernel': 1**2 * Matern(length_scale=[1, 1, 1, 1], nu=1.5) + 1**2 * RationalQuadratic(alpha=1, length_scale=1)}",0.6952935344904287,0.8272568438120615,0.849480217561882,0.8184479351801273,0.6790539855075041,0.7739065033104008,0.07171970896573952,3,-1.0256630658995667,-0.8112519304697666,-0.8672058898294845,-0.814842062513156,-0.9259580986578398,-0.8889842094739627,0.08007726098821512,3
2,10618.0466796875,156.46186253194156,0.07780756950378417,0.027887694551278652,"1**2 * Matern(length_scale=[1, 1, 1, 1], nu=0.5) + 1**2 * RBF(length_scale=[1, 1, 1, 1])","{'model__kernel': 1**2 * Matern(length_scale=[1, 1, 1, 1], nu=0.5) + 1**2 * RBF(length_scale=[1, 1, 1, 1])}",0.6989197343424014,0.8777424831913213,0.86635056156799,0.8120966622388888,0.7624947775465727,0.8035208437774347,0.06656500591546362,1,-1.0195417796760269,-0.6824849885115781,-0.8171635698177735,-0.8289724364883411,-0.7965479473821736,-0.8289421443751787,0.10859653697564156,1
